"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","EDUADULT","TRY","PC_25_64","A","2000",27.475746,
"AUS","EDUADULT","TRY","PC_25_64","A","2001",28.977322,
"AUS","EDUADULT","TRY","PC_25_64","A","2002",30.759785,
"AUS","EDUADULT","TRY","PC_25_64","A","2003",31.314152,
"AUS","EDUADULT","TRY","PC_25_64","A","2004",30.82308,
"AUS","EDUADULT","TRY","PC_25_64","A","2005",31.691153,
"AUS","EDUADULT","TRY","PC_25_64","A","2006",33.022213,
"AUS","EDUADULT","TRY","PC_25_64","A","2007",33.73671,
"AUS","EDUADULT","TRY","PC_25_64","A","2008",36.149986,
"AUS","EDUADULT","TRY","PC_25_64","A","2009",36.881355,
"AUS","EDUADULT","TRY","PC_25_64","A","2010",37.604309,
"AUS","EDUADULT","TRY","PC_25_64","A","2011",38.342072,
"AUS","EDUADULT","TRY","PC_25_64","A","2012",41.282364,
"AUS","EDUADULT","TRY","PC_25_64","A","2013",39.539928,
"AUS","EDUADULT","TRY","PC_25_64","A","2014",41.901855,
"AUS","EDUADULT","TRY","PC_25_64","A","2015",42.888756,
"AUS","EDUADULT","TRY","PC_25_64","A","2016",43.7439,
"AUS","EDUADULT","TRY","PC_25_64","A","2017",45.355675,
"AUS","EDUADULT","TRY","PC_25_64","A","2018",45.727478,
"AUS","EDUADULT","TRY","PC_25_64","A","2019",47.129978,
"AUS","EDUADULT","TRY","PC_25_64","A","2020",49.337452,
"AUT","EDUADULT","TRY","PC_25_64","A","2004",24.783438,
"AUT","EDUADULT","TRY","PC_25_64","A","2005",24.639351,
"AUT","EDUADULT","TRY","PC_25_64","A","2006",25.356432,
"AUT","EDUADULT","TRY","PC_25_64","A","2007",25.092672,
"AUT","EDUADULT","TRY","PC_25_64","A","2008",26.191858,
"AUT","EDUADULT","TRY","PC_25_64","A","2009",26.895824,
"AUT","EDUADULT","TRY","PC_25_64","A","2010",27.743721,
"AUT","EDUADULT","TRY","PC_25_64","A","2011",27.956152,
"AUT","EDUADULT","TRY","PC_25_64","A","2012",28.739943,
"AUT","EDUADULT","TRY","PC_25_64","A","2013",29.738844,
"AUT","EDUADULT","TRY","PC_25_64","A","2014",29.904896,
"AUT","EDUADULT","TRY","PC_25_64","A","2015",30.550726,
"AUT","EDUADULT","TRY","PC_25_64","A","2016",31.383963,
"AUT","EDUADULT","TRY","PC_25_64","A","2017",32.39439,
"AUT","EDUADULT","TRY","PC_25_64","A","2018",32.711426,
"AUT","EDUADULT","TRY","PC_25_64","A","2019",33.773777,
"AUT","EDUADULT","TRY","PC_25_64","A","2020",34.205894,
"BEL","EDUADULT","TRY","PC_25_64","A","2000",27.084993,
"BEL","EDUADULT","TRY","PC_25_64","A","2001",27.626753,
"BEL","EDUADULT","TRY","PC_25_64","A","2002",28.134819,
"BEL","EDUADULT","TRY","PC_25_64","A","2003",29.031809,
"BEL","EDUADULT","TRY","PC_25_64","A","2004",30.40086,
"BEL","EDUADULT","TRY","PC_25_64","A","2005",31.045088,
"BEL","EDUADULT","TRY","PC_25_64","A","2006",31.754845,
"BEL","EDUADULT","TRY","PC_25_64","A","2007",32.094864,
"BEL","EDUADULT","TRY","PC_25_64","A","2008",32.310043,
"BEL","EDUADULT","TRY","PC_25_64","A","2009",33.397053,
"BEL","EDUADULT","TRY","PC_25_64","A","2010",34.989502,
"BEL","EDUADULT","TRY","PC_25_64","A","2011",34.612984,
"BEL","EDUADULT","TRY","PC_25_64","A","2012",35.316551,
"BEL","EDUADULT","TRY","PC_25_64","A","2013",35.535332,
"BEL","EDUADULT","TRY","PC_25_64","A","2014",36.855022,
"BEL","EDUADULT","TRY","PC_25_64","A","2015",36.857422,
"BEL","EDUADULT","TRY","PC_25_64","A","2016",37.503956,
"BEL","EDUADULT","TRY","PC_25_64","A","2017",40.257053,
"BEL","EDUADULT","TRY","PC_25_64","A","2018",40.638546,
"BEL","EDUADULT","TRY","PC_25_64","A","2019",40.67009,
"BEL","EDUADULT","TRY","PC_25_64","A","2020",42.442284,
"CAN","EDUADULT","TRY","PC_25_64","A","2000",40.105782,
"CAN","EDUADULT","TRY","PC_25_64","A","2001",41.881519,
"CAN","EDUADULT","TRY","PC_25_64","A","2002",42.873188,
"CAN","EDUADULT","TRY","PC_25_64","A","2003",44.123833,
"CAN","EDUADULT","TRY","PC_25_64","A","2004",44.548969,
"CAN","EDUADULT","TRY","PC_25_64","A","2005",45.976749,
"CAN","EDUADULT","TRY","PC_25_64","A","2006",46.881516,
"CAN","EDUADULT","TRY","PC_25_64","A","2007",48.181564,
"CAN","EDUADULT","TRY","PC_25_64","A","2008",48.706802,
"CAN","EDUADULT","TRY","PC_25_64","A","2009",49.290722,
"CAN","EDUADULT","TRY","PC_25_64","A","2010",50.311695,
"CAN","EDUADULT","TRY","PC_25_64","A","2011",51.033012,
"CAN","EDUADULT","TRY","PC_25_64","A","2012",52.305416,
"CAN","EDUADULT","TRY","PC_25_64","A","2013",52.971439,
"CAN","EDUADULT","TRY","PC_25_64","A","2014",53.61496,
"CAN","EDUADULT","TRY","PC_25_64","A","2015",55.17366,
"CAN","EDUADULT","TRY","PC_25_64","A","2016",56.265068,
"CAN","EDUADULT","TRY","PC_25_64","A","2017",56.71452,
"CAN","EDUADULT","TRY","PC_25_64","A","2018",57.888363,
"CAN","EDUADULT","TRY","PC_25_64","A","2019",59.374844,
"CAN","EDUADULT","TRY","PC_25_64","A","2020",59.961113,
"CZE","EDUADULT","TRY","PC_25_64","A","2000",10.963162,
"CZE","EDUADULT","TRY","PC_25_64","A","2001",11.131626,
"CZE","EDUADULT","TRY","PC_25_64","A","2002",11.94141,
"CZE","EDUADULT","TRY","PC_25_64","A","2003",12.005664,
"CZE","EDUADULT","TRY","PC_25_64","A","2004",12.345678,
"CZE","EDUADULT","TRY","PC_25_64","A","2005",13.058269,
"CZE","EDUADULT","TRY","PC_25_64","A","2006",13.522043,
"CZE","EDUADULT","TRY","PC_25_64","A","2007",13.732669,
"CZE","EDUADULT","TRY","PC_25_64","A","2008",14.498895,
"CZE","EDUADULT","TRY","PC_25_64","A","2009",15.544437,
"CZE","EDUADULT","TRY","PC_25_64","A","2010",16.764982,
"CZE","EDUADULT","TRY","PC_25_64","A","2011",18.243177,
"CZE","EDUADULT","TRY","PC_25_64","A","2012",19.277992,
"CZE","EDUADULT","TRY","PC_25_64","A","2013",20.45986,
"CZE","EDUADULT","TRY","PC_25_64","A","2014",21.51013,
"CZE","EDUADULT","TRY","PC_25_64","A","2015",22.186741,
"CZE","EDUADULT","TRY","PC_25_64","A","2016",22.971544,
"CZE","EDUADULT","TRY","PC_25_64","A","2017",23.927534,
"CZE","EDUADULT","TRY","PC_25_64","A","2018",24.262077,
"CZE","EDUADULT","TRY","PC_25_64","A","2019",24.212393,
"CZE","EDUADULT","TRY","PC_25_64","A","2020",24.853664,
"DNK","EDUADULT","TRY","PC_25_64","A","2000",25.777601,
"DNK","EDUADULT","TRY","PC_25_64","A","2001",28.41186,
"DNK","EDUADULT","TRY","PC_25_64","A","2002",29.61084,
"DNK","EDUADULT","TRY","PC_25_64","A","2003",31.847263,
"DNK","EDUADULT","TRY","PC_25_64","A","2004",32.848095,
"DNK","EDUADULT","TRY","PC_25_64","A","2005",33.544121,
"DNK","EDUADULT","TRY","PC_25_64","A","2006",34.719662,
"DNK","EDUADULT","TRY","PC_25_64","A","2007",30.903458,
"DNK","EDUADULT","TRY","PC_25_64","A","2008",31.126369,
"DNK","EDUADULT","TRY","PC_25_64","A","2009",32.001427,
"DNK","EDUADULT","TRY","PC_25_64","A","2010",33.002644,
"DNK","EDUADULT","TRY","PC_25_64","A","2011",33.662952,
"DNK","EDUADULT","TRY","PC_25_64","A","2012",34.639698,
"DNK","EDUADULT","TRY","PC_25_64","A","2013",35.204632,
"DNK","EDUADULT","TRY","PC_25_64","A","2014",35.667145,
"DNK","EDUADULT","TRY","PC_25_64","A","2015",36.565422,
"DNK","EDUADULT","TRY","PC_25_64","A","2016",37.766045,
"DNK","EDUADULT","TRY","PC_25_64","A","2017",38.889214,
"DNK","EDUADULT","TRY","PC_25_64","A","2018",39.44791,
"DNK","EDUADULT","TRY","PC_25_64","A","2019",40.353836,
"DNK","EDUADULT","TRY","PC_25_64","A","2020",39.326214,
"FIN","EDUADULT","TRY","PC_25_64","A","2000",32.614372,
"FIN","EDUADULT","TRY","PC_25_64","A","2003",33.177582,
"FIN","EDUADULT","TRY","PC_25_64","A","2004",34.184566,
"FIN","EDUADULT","TRY","PC_25_64","A","2005",34.629433,
"FIN","EDUADULT","TRY","PC_25_64","A","2006",35.141739,
"FIN","EDUADULT","TRY","PC_25_64","A","2007",36.357056,
"FIN","EDUADULT","TRY","PC_25_64","A","2008",36.583557,
"FIN","EDUADULT","TRY","PC_25_64","A","2009",37.268574,
"FIN","EDUADULT","TRY","PC_25_64","A","2010",38.146343,
"FIN","EDUADULT","TRY","PC_25_64","A","2011",39.318207,
"FIN","EDUADULT","TRY","PC_25_64","A","2012",39.661289,
"FIN","EDUADULT","TRY","PC_25_64","A","2013",40.545231,
"FIN","EDUADULT","TRY","PC_25_64","A","2014",41.776676,
"FIN","EDUADULT","TRY","PC_25_64","A","2015",42.742619,
"FIN","EDUADULT","TRY","PC_25_64","A","2016",43.595264,
"FIN","EDUADULT","TRY","PC_25_64","A","2017",44.304253,
"FIN","EDUADULT","TRY","PC_25_64","A","2018",45.188133,
"FIN","EDUADULT","TRY","PC_25_64","A","2019",45.93438,
"FIN","EDUADULT","TRY","PC_25_64","A","2020",47.874241,
"FRA","EDUADULT","TRY","PC_25_64","A","2000",21.58481,
"FRA","EDUADULT","TRY","PC_25_64","A","2001",23.020861,
"FRA","EDUADULT","TRY","PC_25_64","A","2002",23.98011,
"FRA","EDUADULT","TRY","PC_25_64","A","2003",23.917387,
"FRA","EDUADULT","TRY","PC_25_64","A","2004",24.383652,
"FRA","EDUADULT","TRY","PC_25_64","A","2005",25.425774,
"FRA","EDUADULT","TRY","PC_25_64","A","2006",26.183411,
"FRA","EDUADULT","TRY","PC_25_64","A","2007",26.646099,
"FRA","EDUADULT","TRY","PC_25_64","A","2008",27.233906,
"FRA","EDUADULT","TRY","PC_25_64","A","2009",28.588057,
"FRA","EDUADULT","TRY","PC_25_64","A","2010",29.006897,
"FRA","EDUADULT","TRY","PC_25_64","A","2011",29.767,
"FRA","EDUADULT","TRY","PC_25_64","A","2012",30.856123,
"FRA","EDUADULT","TRY","PC_25_64","A","2013",32.105263,
"FRA","EDUADULT","TRY","PC_25_64","A","2014",33.539047,
"FRA","EDUADULT","TRY","PC_25_64","A","2015",34.085361,
"FRA","EDUADULT","TRY","PC_25_64","A","2016",34.582485,
"FRA","EDUADULT","TRY","PC_25_64","A","2017",35.213791,
"FRA","EDUADULT","TRY","PC_25_64","A","2018",36.897491,
"FRA","EDUADULT","TRY","PC_25_64","A","2019",37.904724,
"FRA","EDUADULT","TRY","PC_25_64","A","2020",39.717316,
"DEU","EDUADULT","TRY","PC_25_64","A","2000",23.498837,
"DEU","EDUADULT","TRY","PC_25_64","A","2001",23.222008,
"DEU","EDUADULT","TRY","PC_25_64","A","2002",23.427382,
"DEU","EDUADULT","TRY","PC_25_64","A","2003",23.982014,
"DEU","EDUADULT","TRY","PC_25_64","A","2004",24.931704,
"DEU","EDUADULT","TRY","PC_25_64","A","2005",24.552816,
"DEU","EDUADULT","TRY","PC_25_64","A","2006",23.947578,
"DEU","EDUADULT","TRY","PC_25_64","A","2007",24.299988,
"DEU","EDUADULT","TRY","PC_25_64","A","2008",25.400061,
"DEU","EDUADULT","TRY","PC_25_64","A","2009",26.385326,
"DEU","EDUADULT","TRY","PC_25_64","A","2010",26.609148,
"DEU","EDUADULT","TRY","PC_25_64","A","2011",27.562323,
"DEU","EDUADULT","TRY","PC_25_64","A","2012",28.121572,
"DEU","EDUADULT","TRY","PC_25_64","A","2013",28.47327,
"DEU","EDUADULT","TRY","PC_25_64","A","2014",27.057884,
"DEU","EDUADULT","TRY","PC_25_64","A","2015",27.638235,
"DEU","EDUADULT","TRY","PC_25_64","A","2016",28.291723,
"DEU","EDUADULT","TRY","PC_25_64","A","2017",28.58337,
"DEU","EDUADULT","TRY","PC_25_64","A","2018",29.065134,
"DEU","EDUADULT","TRY","PC_25_64","A","2019",29.900126,
"DEU","EDUADULT","TRY","PC_25_64","A","2020",31.255043,
"GRC","EDUADULT","TRY","PC_25_64","A","2000",17.672335,
"GRC","EDUADULT","TRY","PC_25_64","A","2001",18.067701,
"GRC","EDUADULT","TRY","PC_25_64","A","2002",18.793383,
"GRC","EDUADULT","TRY","PC_25_64","A","2003",19.299871,
"GRC","EDUADULT","TRY","PC_25_64","A","2004",21.286716,
"GRC","EDUADULT","TRY","PC_25_64","A","2005",21.472097,
"GRC","EDUADULT","TRY","PC_25_64","A","2006",22.428827,
"GRC","EDUADULT","TRY","PC_25_64","A","2007",22.893152,
"GRC","EDUADULT","TRY","PC_25_64","A","2008",23.535585,
"GRC","EDUADULT","TRY","PC_25_64","A","2009",23.656685,
"GRC","EDUADULT","TRY","PC_25_64","A","2010",24.744848,
"GRC","EDUADULT","TRY","PC_25_64","A","2011",26.112072,
"GRC","EDUADULT","TRY","PC_25_64","A","2012",26.719267,
"GRC","EDUADULT","TRY","PC_25_64","A","2013",27.423178,
"GRC","EDUADULT","TRY","PC_25_64","A","2014",28.105659,
"GRC","EDUADULT","TRY","PC_25_64","A","2015",29.057495,
"GRC","EDUADULT","TRY","PC_25_64","A","2016",30.231607,
"GRC","EDUADULT","TRY","PC_25_64","A","2017",31.027514,
"GRC","EDUADULT","TRY","PC_25_64","A","2018",31.739904,
"GRC","EDUADULT","TRY","PC_25_64","A","2019",31.890486,
"GRC","EDUADULT","TRY","PC_25_64","A","2020",32.744011,
"HUN","EDUADULT","TRY","PC_25_64","A","2000",14.041859,
"HUN","EDUADULT","TRY","PC_25_64","A","2001",13.984717,
"HUN","EDUADULT","TRY","PC_25_64","A","2002",14.211662,
"HUN","EDUADULT","TRY","PC_25_64","A","2003",15.416001,
"HUN","EDUADULT","TRY","PC_25_64","A","2004",16.748745,
"HUN","EDUADULT","TRY","PC_25_64","A","2005",17.083904,
"HUN","EDUADULT","TRY","PC_25_64","A","2006",17.699047,
"HUN","EDUADULT","TRY","PC_25_64","A","2007",18.048761,
"HUN","EDUADULT","TRY","PC_25_64","A","2008",19.197906,
"HUN","EDUADULT","TRY","PC_25_64","A","2009",19.86219,
"HUN","EDUADULT","TRY","PC_25_64","A","2010",20.121918,
"HUN","EDUADULT","TRY","PC_25_64","A","2011",21.124001,
"HUN","EDUADULT","TRY","PC_25_64","A","2012",22.046715,
"HUN","EDUADULT","TRY","PC_25_64","A","2013",22.505821,
"HUN","EDUADULT","TRY","PC_25_64","A","2014",23.356073,
"HUN","EDUADULT","TRY","PC_25_64","A","2015",24.242552,
"HUN","EDUADULT","TRY","PC_25_64","A","2016",23.713329,
"HUN","EDUADULT","TRY","PC_25_64","A","2017",24.054041,
"HUN","EDUADULT","TRY","PC_25_64","A","2018",25.101177,
"HUN","EDUADULT","TRY","PC_25_64","A","2019",25.981535,
"HUN","EDUADULT","TRY","PC_25_64","A","2020",27.203154,
"ISL","EDUADULT","TRY","PC_25_64","A","2003",27.861868,
"ISL","EDUADULT","TRY","PC_25_64","A","2004",27.94356,
"ISL","EDUADULT","TRY","PC_25_64","A","2005",29.471401,
"ISL","EDUADULT","TRY","PC_25_64","A","2006",30.411818,
"ISL","EDUADULT","TRY","PC_25_64","A","2007",30.804794,
"ISL","EDUADULT","TRY","PC_25_64","A","2008",31.591888,
"ISL","EDUADULT","TRY","PC_25_64","A","2009",32.907246,
"ISL","EDUADULT","TRY","PC_25_64","A","2010",31.298735,
"ISL","EDUADULT","TRY","PC_25_64","A","2011",32.616898,
"ISL","EDUADULT","TRY","PC_25_64","A","2012",33.888733,
"ISL","EDUADULT","TRY","PC_25_64","A","2013",34.277187,
"ISL","EDUADULT","TRY","PC_25_64","A","2014",35.608643,
"ISL","EDUADULT","TRY","PC_25_64","A","2015",36.97718,
"ISL","EDUADULT","TRY","PC_25_64","A","2016",38.100773,
"ISL","EDUADULT","TRY","PC_25_64","A","2017",39.043491,
"ISL","EDUADULT","TRY","PC_25_64","A","2018",40.279774,
"ISL","EDUADULT","TRY","PC_25_64","A","2019",40.948925,
"ISL","EDUADULT","TRY","PC_25_64","A","2020",40.643898,
"IRL","EDUADULT","TRY","PC_25_64","A","2000",21.613003,
"IRL","EDUADULT","TRY","PC_25_64","A","2001",23.577002,
"IRL","EDUADULT","TRY","PC_25_64","A","2002",24.814322,
"IRL","EDUADULT","TRY","PC_25_64","A","2003",26.308289,
"IRL","EDUADULT","TRY","PC_25_64","A","2004",27.820133,
"IRL","EDUADULT","TRY","PC_25_64","A","2005",29.074234,
"IRL","EDUADULT","TRY","PC_25_64","A","2006",31.095585,
"IRL","EDUADULT","TRY","PC_25_64","A","2007",32.39011,
"IRL","EDUADULT","TRY","PC_25_64","A","2008",33.902611,
"IRL","EDUADULT","TRY","PC_25_64","A","2009",35.822323,
"IRL","EDUADULT","TRY","PC_25_64","A","2010",37.584061,
"IRL","EDUADULT","TRY","PC_25_64","A","2011",38.162312,
"IRL","EDUADULT","TRY","PC_25_64","A","2012",39.69788,
"IRL","EDUADULT","TRY","PC_25_64","A","2013",41.47068,
"IRL","EDUADULT","TRY","PC_25_64","A","2014",40.967049,
"IRL","EDUADULT","TRY","PC_25_64","A","2015",42.806118,
"IRL","EDUADULT","TRY","PC_25_64","A","2016",45.104263,
"IRL","EDUADULT","TRY","PC_25_64","A","2017",45.65897,
"IRL","EDUADULT","TRY","PC_25_64","A","2018",46.935135,
"IRL","EDUADULT","TRY","PC_25_64","A","2019",47.306835,
"IRL","EDUADULT","TRY","PC_25_64","A","2020",49.943962,
"ITA","EDUADULT","TRY","PC_25_64","A","2000",9.3770475,
"ITA","EDUADULT","TRY","PC_25_64","A","2001",10.04891,
"ITA","EDUADULT","TRY","PC_25_64","A","2002",10.367989,
"ITA","EDUADULT","TRY","PC_25_64","A","2003",10.460108,
"ITA","EDUADULT","TRY","PC_25_64","A","2004",11.59316,
"ITA","EDUADULT","TRY","PC_25_64","A","2005",12.224514,
"ITA","EDUADULT","TRY","PC_25_64","A","2006",12.872448,
"ITA","EDUADULT","TRY","PC_25_64","A","2007",13.578119,
"ITA","EDUADULT","TRY","PC_25_64","A","2008",14.357011,
"ITA","EDUADULT","TRY","PC_25_64","A","2009",14.510798,
